ID,GS,Cuadrante,DO,fHORA,Ano,Guanacos,DMin,DMax,Patch,Log C2,ALev,NComp,Agr,Sync.Max,ACT,Chulengos,Chu_PA,Sync4
1425,GsC,SE,780,T4,9,3,3,4,"37,6992","0,555142835","0,666666667",3,1,"0,333333333","0,074074074",0,0,"1,041666667"
1426,F,SO,1400,T4,9,38,3,60,"565,488","-0,325670757",1,1,0,1,1,2,1,"2,083333333"
1428,GsC,SE,820,T4,9,2,3,3,"28,2744","0,673242147",1,1,0,1,1,0,0,"8,333333333"
1429,GsC,SE,1100,T4,9,3,1,100,"314,16","0,316738255",1,2,0,"0,666666667","0,333333333",0,0,"4,166666667"
1430,GsC,SO,1500,T4,9,13,2,50,"314,16","-0,031765812",1,1,0,"0,923076923","0,923076923",0,0,"0,909090909"
1431,F,SO,1300,T4,9,20,5,20,"314,16","0,09921088",1,1,0,1,1,1,1,"2,5"
1434,GsC,SO,1500,T5,9,6,5,15,"235,62","0,594060901",1,1,0,1,1,0,0,"12,5"
1435,F,SO,1300,T5,9,9,5,10,"157,08","0,36681712",1,1,0,1,1,1,1,"2,083333333"
1437,GsC,SO,1500,T5,9,6,5,15,"235,62","0,594060901",1,1,0,1,1,0,0,"12,5"
1438,F,SO,1300,T5,9,20,2,10,"62,832","-0,281000362",1,1,0,1,1,1,1,"3,125"
1441,F,SO,1300,T5,9,30,2,10,"62,832","-0,457091621",1,2,0,"0,933333333","0,466666667",1,1,"4,166666667"
1443,F,SO,1500,T5,9,30,1,5,"15,708","-0,758121617",1,1,1,1,1,1,1,"3,125"
1444,GsC,SE,458,T5,9,2,15,15,"706,86","1,372212152",1,1,0,1,1,0,0,"1,5"
1445,F,SO,1300,T5,9,30,2,10,"62,832","-0,457091621",1,2,0,"0,933333333","0,466666667",1,1,"4,166666667"
1446,GsC,SO,1200,T1,9,4,50,70,"10995,6","1,661007691",1,2,0,"0,75","0,375",0,0,"1,5625"
1447,GsC,SO,1200,T1,9,5,2,3,"18,8496","0,178392126","0,2",2,0,"0,8","0,08",0,0,"1,388888889"
1448,GsC,SO,1500,T1,9,14,5,20,"314,16","0,25411284",1,2,0,"0,857142857","0,428571429",0,0,"0,961538462"
1449,GsC,SO,1100,T1,9,24,3,15,"141,372","-0,184090349",1,1,0,1,1,0,0,"1,923076923"
1450,F,SO,1400,T1,9,28,3,30,"282,744","-0,213248578",1,2,0,"0,857142857","0,428571429",1,1,"4,166666667"
1451,GsC,SO,1200,T1,9,5,2,3,"18,8496","0,178392126","0,6",3,1,"0,4","0,08",0,0,"1,041666667"
1452,F,SO,1500,T1,9,19,5,15,"235,62","0,093458551",1,2,0,"0,789473684","0,394736842",2,1,"4,166666667"
1453,GsC,SO,1100,T1,9,27,2,30,"188,496","-0,360181608","0,888888889",4,1,"0,777777778","0,172839506",0,0,"1,041666667"
1454,F,SO,1400,T1,9,33,3,30,"282,744","-0,284604486","0,96969697",3,0,"0,848484848","0,274257729",1,1,"6,25"
1455,GsC,SO,1100,T1,9,24,2,15,"94,248","-0,335358024",1,2,1,"0,958333333","0,479166667",0,0,"3,125"
1456,GsC,SO,1400,T1,9,33,2,30,"188,496","-0,447331784","0,939393939",3,0,"0,878787879","0,275176002",0,0,"0,735294118"
1457,GsC,SO,1100,T1,9,3,10,10,"314,16","1,020029634",1,2,0,"0,666666667","0,333333333",0,0,"6,25"
1458,GsC,SO,1100,T1,9,25,2,15,"94,248","-0,353086791","0,68",3,1,"0,6","0,136",0,0,"0,833333333"
1459,F,SO,1400,T1,9,36,3,60,"565,488","-0,302189661",1,1,0,1,1,1,1,"2,083333333"
1460,F,SO,1200,T1,9,27,2,50,"314,16","-0,349186224","0,814814815",3,0,"0,592592593","0,160951075",1,1,"4,166666667"
1461,F,SO,1200,T1,9,36,2,50,"314,16","-0,47412496",1,2,0,"0,916666667","0,458333333",2,1,"4,166666667"
1462,F,SO,1200,T1,9,36,2,50,"314,16","-0,47412496",1,2,0,"0,916666667","0,458333333",2,1,"4,166666667"
1463,F,SO,1200,T1,9,45,5,40,"628,32","-0,207214148",1,4,0,"0,666666667","0,166666667",3,1,"6,25"
1464,GsC,SO,1100,T2,9,20,5,150,"2356,2","0,181880453",1,1,0,1,1,0,0,"1,086956522"
1465,F,SO,720,T2,9,35,1,60,"188,496","-0,753065745",1,2,0,"0,885714286","0,442857143",1,1,"4,166666667"
1466,F,SO,800,T2,9,20,5,60,"942,48","0,161358786",1,1,0,1,1,2,1,"1,5625"
1467,F,SO,709,T2,9,35,5,50,"785,4","-0,088309841",1,3,0,"0,885714286","0,295238095",1,1,"6,25"
1468,F,SO,650,T2,9,30,5,50,"785,4","-0,021363052",1,3,0,"0,733333333","0,244444444",1,1,"6,25"
1469,F,SO,780,T2,9,30,10,30,"942,48","0,196120893","0,066666667",2,0,"0,933333333","0,031111111",1,1,"4,166666667"
1475,F,SO,1000,T3,9,21,5,70,"1099,56","0,14496837","0,761904762",3,0,"0,714285714","0,181405896",1,1,"6,25"
1476,GsC,SE,1500,T3,9,42,5,50,"785,4","-0,167491087","0,19047619",3,1,"0,80952381","0,051398337",0,0,"2,5"
1478,F,SE,1400,T4,9,3,5,5,"78,54","0,718999638","0,666666667",2,0,"0,666666667","0,222222222",1,1,"6,25"
1479,GsC,SO,1200,T4,9,17,3,20,"188,496","-0,015844623",1,2,1,"0,882352941","0,441176471",0,0,"0,735294118"
1480,GsC,SE,1500,T4,9,41,5,70,"1099,56","-0,145596192","0,317073171",2,0,"0,682926829","0,108268888",0,0,"4,166666667"
1482,GsC,SE,750,T4,9,3,10,10,"314,16","1,020029634",1,1,0,1,1,0,0,"12,5"
1483,F,SE,1400,T4,9,3,2,5,"31,416","0,475961589",1,1,0,1,1,1,1,"1,5625"
1484,GsC,SO,1200,T4,9,14,2,15,"94,248","-0,101274818","0,857142857",2,0,"0,857142857","0,367346939",0,0,"0,961538462"
1485,GsC,SE,1500,T4,9,34,5,70,"1099,56","-0,064291252","0,705882353",3,1,"0,676470588","0,15916955",0,0,"0,694444444"
1488,GsC,SE,740,T4,9,2,15,15,"706,86","1,372212152",1,1,0,1,1,0,0,"1,704545455"
1489,F,SO,1300,T4,9,22,5,50,"785,4","0,113335522",1,2,0,"0,909090909","0,454545455",1,1,"4,166666667"
1492,GsC,SE,1100,T5,9,2,25,25,"1963,5","1,594060901",1,1,0,1,1,0,0,"1,875"
1493,GsC,SO,1300,T5,9,8,10,20,"628,32","0,718999638",1,1,0,1,1,0,0,5
1497,GsC,SE,1100,T5,9,2,50,50,7854,"1,895090897",1,1,0,1,1,0,0,"1,020408163"
1498,F,SO,1300,T5,9,23,5,50,"785,4","0,094030367",1,3,0,"0,826086957","0,275362319",1,1,"6,25"
1500,F,SO,1300,T5,9,30,10,30,"942,48","0,196120893","0,766666667",2,0,"0,766666667","0,293888889",1,1,"6,25"
1504,GsC,SE,913,T5,9,2,70,70,"15393,84","2,041218933",1,2,0,"0,5","0,25",0,0,"0,520833333"
1505,F,SO,1300,T5,9,27,10,30,"942,48","0,241878383",1,2,0,"0,925925926","0,462962963",1,1,"4,166666667"
1508,GsC,SE,900,T5,9,2,70,70,"15393,84","2,041218933",1,1,0,1,1,0,0,"0,961538462"
1509,F,SO,1300,T5,9,28,10,30,"942,48","0,226084116",1,2,0,"0,964285714","0,482142857",1,1,"3,125"
1514,GsC,SE,742,T1,9,2,10,10,"314,16","1,196120893",1,1,0,1,1,0,0,"2,678571429"
1515,GsC,SO,1100,T1,9,5,3,5,"47,124","0,372212152",1,1,0,1,1,0,0,"4,166666667"
1516,F,SO,1000,T1,9,31,5,50,"785,4","-0,035603491",1,1,0,1,1,3,1,"2,083333333"
1518,GsC,SE,750,T1,9,3,10,10,"314,16","1,020029634",1,1,0,1,1,0,0,"12,5"
1519,F,SO,1000,T1,9,30,5,70,"1099,56","-0,00993359",1,1,0,1,1,3,1,"1,785714286"
1523,GsC,SE,750,T1,9,3,3,10,"94,248","0,684237532",1,1,0,1,1,0,0,"2,777777778"
1524,F,SO,1050,T1,9,32,5,30,"471,24","-0,07494588","0,9375",3,0,"0,90625","0,283203125",3,1,"4,166666667"
1526,GsC,SE,608,T1,9,2,15,15,"706,86","1,372212152",1,2,0,"0,5","0,25",0,0,"0,568181818"
1527,F,SO,1500,T1,9,30,3,10,"94,248","-0,315762468","0,966666667",3,0,"0,9","0,29",3,1,"4,166666667"
1531,GsC,SE,400,T1,9,2,20,20,"1256,64","1,497150888",1,1,1,1,1,0,0,"1,013513514"
1532,F,SO,1050,T1,9,32,2,15,"94,248","-0,460296761",1,1,0,1,1,3,1,"3,125"
1536,GsC,SE,412,T1,9,2,15,15,"706,86","1,372212152",1,1,1,1,1,0,0,"1,704545455"
1537,F,SO,1050,T1,9,30,4,30,"376,992","-0,131238042",1,1,0,1,1,3,1,"2,5"
1542,GsC,SE,1400,T2,9,3,15,40,"1884,96","1,35884819","0,666666667",2,0,"0,666666667","0,222222222",0,0,"4,166666667"
1543,GsC,SO,130,T2,9,2,1,1,"3,1416","0,196120893",1,1,0,1,1,0,0,"8,333333333"
1544,GsC,SE,1400,T2,9,3,15,30,"1413,72","1,321059629","0,666666667",2,0,"0,666666667","0,222222222",0,0,"4,166666667"
1546,GsC,SE,1400,T2,9,4,3,15,"141,372","0,594060901",1,1,0,1,1,0,0,"3,571428571"
1548,GsC,SE,1400,T2,9,4,3,15,"141,372","0,594060901",1,2,1,"0,75","0,375",0,0,"2,083333333"
1550,GsC,SE,1450,T2,9,4,5,10,"157,08","0,718999638","0,75",2,0,"0,75","0,28125",0,0,"2,5"
1551,F,SO,1200,T2,9,30,5,30,"471,24","-0,046917156",1,1,0,1,1,3,1,"2,5"
1553,F,SO,1200,T3,9,30,5,30,"471,24","-0,046917156",1,1,0,1,1,3,1,"2,5"
1555,F,SO,1250,T3,9,30,5,40,"628,32","-0,031122889","0,366666667",2,0,"0,633333333","0,116111111",11,1,"6,25"
1558,F,SO,1250,T3,9,30,5,40,"628,32","-0,031122889","0,4",3,0,"0,6","0,08",11,1,"6,25"
1560,GsC,SE,2000,T1,9,34,5,100,"1570,8","-0,055517328",1,2,1,"0,941176471","0,470588235",0,0,"1,666666667"
1563,F,SE,1800,T1,9,3,5,20,"314,16","0,923119621",1,2,1,"0,666666667","0,333333333",1,1,"6,25"
1564,GsC,SE,2000,T1,9,51,5,150,"2356,2","-0,224659727","0,960784314",4,1,"0,784313725","0,188389081",0,0,"0,833333333"
1570,F,SE,1800,T1,9,3,5,20,"314,16","0,923119621","0,666666667",2,0,"0,666666667","0,222222222",1,1,"6,25"
1571,GsC,SE,2000,T1,9,47,5,200,"3141,6","-0,185670835","0,872340426",4,1,"0,765957447","0,167043911",0,0,"0,961538462"
1573,F,SE,1850,T1,9,3,5,30,"471,24","0,953082844",1,1,0,1,1,1,1,"1,136363636"
1574,GsC,SE,1500,T1,9,6,3,30,"282,744","0,455758203",1,1,0,1,1,0,0,"2,272727273"
1575,GsC,SE,2000,T1,9,63,5,300,"4712,4","-0,309368246","0,936507937",4,1,"0,80952381","0,189531368",0,0,"0,833333333"
1580,F,SE,1800,T1,9,3,5,70,"1099,56","0,99006641","0,666666667",3,0,"0,333333333","0,074074074",1,1,"6,25"
1581,F,SO,2000,T1,9,25,4,70,"879,648","-0,021832813",1,1,0,1,1,1,1,"1,5625"
1582,GsC,SE,2000,T1,9,56,5,300,"4712,4","-0,258215723","0,982142857",4,1,"0,732142857","0,179767219",0,0,"0,694444444"
1583,GsC,SO,1400,T2,9,3,5,7,"109,956","0,785946428",1,2,1,"0,666666667","0,333333333",0,0,"0,201612903"
1584,GsC,SE,2100,T2,9,7,5,50,"785,4","0,610660163","0,857142857",3,1,"0,714285714","0,204081633",0,0,"0,892857143"
1585,F,SE,1100,T2,9,12,5,15,"235,62","0,293030906",1,2,0,"0,916666667","0,458333333",1,1,"4,166666667"
1586,F,SE,950,T2,9,19,15,40,"1884,96","0,557215844","0,947368421",3,0,"0,789473684","0,249307479",4,1,"6,25"
1587,F,SE,630,T2,9,37,5,50,"785,4","-0,112443521",1,2,0,"0,945945946","0,472972973",3,1,"4,166666667"
1590,F,SO,1350,T2,9,7,3,10,"94,248","0,316260746","0,857142857",3,0,"0,714285714","0,204081633",1,1,"6,25"
1591,GsC,SO,1800,T2,9,8,3,10,"94,248","0,258268799",1,1,0,1,1,0,0,5
1593,F,SE,1100,T2,9,12,5,20,"314,16","0,321059629","0,666666667",3,0,"0,583333333","0,12962963",1,1,"6,25"
1594,F,SE,900,T2,9,19,3,40,"376,992","-0,034859927",1,1,0,1,1,4,1,"1,785714286"
1595,F,SE,475,T2,9,37,3,50,"471,24","-0,318205451","0,972972973",3,0,"0,864864865","0,280496713",3,1,"4,166666667"
1598,GsC,SO,1850,T2,9,6,5,15,"235,62","0,594060901",1,1,0,1,1,0,0,"12,5"
1599,F,SE,2100,T2,9,6,3,30,"282,744","0,455758203",1,2,1,"0,666666667","0,333333333",1,1,"6,25"
1600,F,SO,1400,T2,9,7,5,10,"157,08","0,475961589",1,1,0,1,1,1,1,"1,785714286"
1601,F,SE,1150,T2,9,12,3,15,"141,372","0,116939647","0,833333333",3,0,"0,75","0,208333333",1,1,"6,25"
1602,F,SE,1700,T2,9,12,5,20,"314,16","0,321059629",1,2,0,"0,833333333","0,416666667",2,1,"4,166666667"
1603,F,SE,500,T2,9,37,5,50,"785,4","-0,112443521","0,972972973",4,0,"0,783783784","0,19065011",3,1,"6,25"
1606,GsC,SE,875,T2,9,4,5,10,"157,08","0,718999638",1,2,1,"0,75","0,375",0,0,"2,5"
1607,GsC,SO,1050,T2,9,4,5,30,"471,24","0,828144107",1,1,0,1,1,0,0,"0,735294118"
1608,F,SE,1200,T2,9,12,2,15,"94,248","-0,034328029","0,666666667",2,0,"0,666666667","0,222222222",2,1,"6,25"
1609,F,SE,490,T2,9,37,5,50,"785,4","-0,112443521",1,2,0,"0,891891892","0,445945946",3,1,"4,166666667"
1612,GsC,SE,2000,T2,9,3,3,5,"47,124","0,594060901",1,1,0,1,1,0,0,"0,694444444"
1613,GsC,SO,900,T2,9,4,5,30,"471,24","0,828144107","0,75",2,0,"0,75","0,28125",0,0,"1,785714286"
1614,F,SE,480,T2,9,7,5,30,"471,24","0,585106059",1,2,0,"0,857142857","0,428571429",3,1,"4,166666667"
1615,F,SE,1700,T2,9,12,3,15,"141,372","0,116939647",1,2,1,"0,75","0,375",2,1,"6,25"
1616,F,SE,1000,T2,9,13,5,30,"471,24","0,316260746",1,2,0,"0,923076923","0,461538462",4,1,"4,166666667"
1617,F,SO,510,T2,9,37,5,50,"785,4","-0,112443521",1,2,0,"0,972972973","0,486486486",3,1,"3,125"
1618,F,SE,750,T2,9,2,5,15,"235,62","1,071182156",1,2,1,"0,5","0,25",1,1,"6,25"
1619,GsC,SO,1000,T2,9,6,5,15,"235,62","0,594060901","0,666666667",2,0,"0,666666667","0,222222222",0,0,"0,3125"
1620,F,SE,495,T2,9,7,5,50,"785,4","0,610660163",1,2,0,"0,714285714","0,357142857",2,1,"6,25"
1621,F,SE,2000,T2,9,7,5,10,"157,08","0,475961589",1,1,0,1,1,2,1,"1,785714286"
1622,F,SE,1500,T2,9,12,5,30,"471,24","0,351022853",1,1,0,1,1,3,1,"1,5625"
1623,F,SO,625,T2,9,37,5,50,"785,4","-0,112443521",1,2,0,"0,945945946","0,472972973",3,1,"3,125"
1625,F,SO,1050,T3,9,7,1,10,"31,416","-0,088309841",1,1,0,1,1,3,1,"2,083333333"
1626,F,SE,2100,T3,9,11,3,50,"471,24","0,208603588",1,1,0,1,1,1,1,"1,136363636"
1627,GsC,SO,950,T3,9,12,5,30,"471,24","0,351022853","0,833333333",2,0,"0,833333333","0,347222222",0,0,"1,136363636"
1628,GsC,SE,1600,T3,9,12,3,30,"282,744","0,154728207","0,75",4,1,"0,583333333","0,109375",0,0,"1,041666667"
1629,F,SE,1100,T3,9,25,3,50,"471,24","-0,147943735",1,2,0,"0,92","0,46",1,1,"4,166666667"
1630,GsC,SO,1100,T3,9,5,5,20,"314,16","0,701270871",1,2,0,"0,8","0,4",0,0,"1,25"
1631,GsC,SE,1000,T3,9,6,5,10,"157,08","0,542908379","0,833333333",2,1,"0,833333333","0,347222222",0,0,"1,136363636"
1633,F,SE,2100,T3,9,11,3,30,"282,744","0,192516768",1,1,0,1,1,1,1,"1,5625"
1634,F,SE,1600,T3,9,12,3,20,"188,496","0,135423052","0,916666667",3,0,"0,833333333","0,25462963",1,1,"6,25"
1635,GsC,SE,1050,T3,9,26,5,55,"863,94","0,044388979","0,923076923",3,1,"0,846153846","0,26035503",0,0,"0,833333333"
1638,GsC,SE,1500,T3,9,2,15,15,"706,86","1,372212152",1,1,0,1,1,0,0,"1,5"
1639,GsC,SE,1100,T3,9,6,3,10,"94,248","0,383207536",1,2,0,"0,666666667","0,333333333",0,0,"0,347222222"
1640,F,SO,1200,T3,9,7,2,7,"43,9824","0,14496837",1,2,0,"0,857142857","0,428571429",3,1,"4,166666667"
1641,GsC,SE,1700,T3,9,10,5,25,"392,7","0,417969642",1,2,0,"0,9","0,45",0,0,"0,480769231"
1642,F,SO,1300,T3,9,13,3,20,"188,496","0,100660946",1,1,0,1,1,2,1,"2,083333333"
1643,F,SE,2000,T3,9,14,3,70,"659,736","0,110949283",1,4,0,"0,5","0,125",1,1,"6,25"
1644,GsC,SE,1000,T3,9,25,3,60,"565,488","-0,143827169","0,96",3,1,"0,92","0,2944",0,0,"3,125"
1645,GsC,SE,1400,T3,9,3,3,10,"94,248","0,684237532",1,2,1,"0,666666667","0,333333333",0,0,"0,201612903"
1646,GsC,SE,1300,T3,9,4,3,15,"141,372","0,594060901",1,2,1,"0,75","0,375",0,0,"1,785714286"
1647,F,SO,1200,T3,9,7,2,10,"62,832","0,174931594",1,1,0,1,1,3,1,"2,083333333"
1648,F,SO,1300,T3,9,13,3,20,"188,496","0,100660946",1,1,0,1,1,1,1,"2,083333333"
1649,F,SE,1300,T3,9,13,5,20,"314,16","0,286297523",1,2,0,"0,923076923","0,461538462",2,1,"4,166666667"
1650,F,SE,1700,T3,9,13,2,60,"376,992","-0,028972912","0,923076923",2,0,"0,923076923","0,426035503",1,1,"4,166666667"
1651,GsC,SE,1800,T3,9,30,5,70,"1099,56","-0,00993359",1,1,0,1,1,0,0,"2,272727273"
1652,GsC,SE,1300,T4,9,4,3,20,"188,496","0,612544307",1,2,1,"0,75","0,375",0,0,"1,785714286"
1653,F,SO,1000,T4,9,7,5,20,"314,16","0,555142835",1,2,0,"0,571428571","0,285714286",3,1,"6,25"
1654,GsC,SE,810,T4,9,11,5,100,"1570,8","0,434568904",1,3,1,"0,636363636","0,212121212",0,0,"0,833333333"
1655,F,SE,1500,T4,9,12,3,30,"282,744","0,154728207","0,916666667",2,0,"0,916666667","0,420138889",2,1,"4,166666667"
1656,F,SO,1300,T4,9,13,3,20,"188,496","0,100660946",1,2,0,"0,923076923","0,461538462",1,1,"4,166666667"
1657,F,SE,1300,T4,9,13,3,30,"282,744","0,119966101","0,846153846",3,0,"0,769230769","0,216962525",1,1,"6,25"
1658,GsC,SE,1900,T4,9,36,5,200,"3141,6","-0,069875478",1,2,0,"0,805555556","0,402777778",0,0,"1,136363636"
1662,GsC,SE,1200,T4,9,4,5,50,"785,4","0,853698212",1,2,1,"0,75","0,375",0,0,"1,785714286"
1663,F,SO,1200,T4,9,7,3,20,"188,496","0,369506258",1,2,1,"0,857142857","0,428571429",3,1,"4,166666667"
1664,F,SE,1500,T4,9,12,2,20,"125,664","-0,021363052","0,916666667",3,0,"0,833333333","0,25462963",2,1,"6,25"
1665,F,SO,1300,T4,9,13,5,15,"235,62","0,258268799","0,923076923",2,0,"0,923076923","0,426035503",1,1,"4,166666667"
1666,F,SE,1350,T4,9,13,5,40,"628,32","0,332055014","0,923076923",2,0,"0,923076923","0,426035503",1,1,"4,166666667"
1667,GsC,SE,2000,T4,9,34,5,2,"31,416","-0,578396073",1,1,0,1,1,0,0,"2,083333333"
1669,GsC,SE,1480,T1,9,4,5,50,"785,4","0,853698212",1,1,0,1,1,0,0,"3,409090909"
1670,GsC,SO,1700,T1,9,6,15,60,"2827,44","1,09921088",1,1,0,1,1,0,0,"3,409090909"
1671,F,SE,1500,T1,9,10,2,15,"94,248","0,044853217",1,2,0,"0,9","0,45",1,1,"4,166666667"
1672,F,SO,1500,T1,9,10,3,20,"188,496","0,214604298",1,2,0,"0,9","0,45",1,1,"4,166666667"
1673,F,SE,1550,T1,9,11,5,30,"471,24","0,388811413",1,1,0,1,1,1,1,"1,388888889"
1674,GsC,SE,1400,T1,9,12,3,15,"141,372","0,116939647",1,2,0,"0,916666667","0,458333333",0,0,"0,290697674"
1677,GsC,SO,1000,T1,9,2,15,15,"706,86","1,372212152",1,1,0,1,1,0,0,"1,442307692"
1678,F,SO,1000,T1,9,6,3,35,"329,868","0,461435336",1,1,0,1,1,1,1,"1,136363636"
1679,F,SE,1600,T1,9,11,3,90,"848,232","0,219669014","0,818181818",3,0,"0,727272727","0,198347107",1,1,"6,25"
1680,F,SO,1500,T1,9,12,3,30,"282,744","0,154728207",1,2,0,"0,75","0,375",2,1,"6,25"
1681,GsC,SE,1600,T1,9,20,5,150,"2356,2","0,181880453",1,2,1,"0,9","0,45",0,0,"0,480769231"
1682,GsC,SO,200,T1,9,2,3,3,"28,2744","0,673242147",1,1,0,1,1,0,0,"8,333333333"
1683,GsC,SE,1600,T1,9,2,5,5,"78,54","0,895090897",1,1,1,1,1,0,0,"1,666666667"
1684,F,SE,1700,T1,9,2,2,2,"12,5664","0,497150888",1,1,0,1,1,1,1,"1,5625"
1685,F,SE,1500,T1,9,3,2,10,"62,832","0,542908379",1,2,0,"0,666666667","0,333333333",1,1,"6,25"
1686,F,SO,1400,T1,9,12,3,40,"376,992","0,164712428",1,1,0,1,1,2,1,"1,388888889"
1687,GsC,SE,1450,T1,9,13,20,120,"7539,84","0,918320738",1,2,0,"0,769230769","0,384615385",0,0,"1,388888889"
1688,F,SE,1550,T1,9,14,2,5,"31,416","-0,193045192",1,2,0,"0,928571429","0,464285714",1,1,"4,166666667"
1689,F,SE,1600,T1,9,15,2,50,"314,16","-0,093913719",1,3,0,"0,866666667","0,288888889",1,1,"6,25"
1690,F,SE,1450,T1,9,3,2,3,"18,8496","0,400240875",1,1,0,1,1,1,1,"1,785714286"
1691,F,SE,1600,T1,9,4,2,15,"94,248","0,442793226",1,1,0,1,1,1,1,"1,136363636"
1692,F,SO,1300,T1,9,12,3,35,"329,868","0,16040534",1,2,1,"0,916666667","0,458333333",2,1,"4,166666667"
1693,GsC,SE,1500,T1,9,13,5,50,"785,4","0,341814851",1,3,1,"0,769230769","0,256410256",0,0,"0,833333333"
1694,F,SE,1750,T1,9,14,2,50,"314,16","-0,063950495",1,1,0,1,1,1,1,"1,388888889"
1695,F,SE,1500,T1,9,31,2,15,"94,248","-0,446508477",1,2,0,"0,935483871","0,467741935",4,1,"4,166666667"
1697,GsC,SE,1450,T2,9,2,2,2,"12,5664","0,497150888",1,2,1,"0,5","0,25",0,0,"0,694444444"
1698,F,SE,1350,T2,9,6,5,7,"109,956","0,484916432",1,1,0,1,1,2,1,"1,785714286"
1699,F,SE,1350,T2,9,10,2,10,"62,832","0,020029634",1,3,0,"0,8","0,266666667",1,1,"6,25"
1700,GsC,SE,1600,T2,9,15,2,15,"94,248","-0,131238042",1,2,1,"0,866666667","0,433333333",0,0,"0,833333333"
1701,GsC,SE,1400,T2,9,18,5,30,"471,24","0,174931594",1,4,1,"0,666666667","0,166666667",0,0,"1,041666667"
1702,GsC,SE,1600,T2,9,19,2,30,"188,496","-0,207571445",1,2,1,"0,947368421","0,473684211",0,0,"3,125"
1703,F,SE,1600,T2,9,81,3,70,"659,736","-0,6514077",1,3,0,"0,728395062","0,242798354",2,1,"6,25"
1705,GsC,SE,1450,T2,9,2,3,3,"28,2744","0,673242147",1,1,0,1,1,0,0,"8,333333333"
1706,GsC,SO,900,T2,9,3,3,5,"47,124","0,594060901",1,1,0,1,1,0,0,"0,675675676"
1707,F,SE,1300,T2,9,5,5,30,"471,24","0,731234094",1,1,0,1,1,1,1,"1,136363636"
1708,GsC,SE,1500,T2,9,6,2,15,"94,248","0,266701967",1,3,1,"0,666666667","0,222222222",0,0,"1,041666667"
1709,GsC,SE,1650,T2,9,6,5,30,"471,24","0,652052848",1,2,0,"0,833333333","0,416666667",0,0,"1,041666667"
1710,GsC,SE,1700,T2,9,6,2,30,"188,496","0,293030906",1,2,1,"0,833333333","0,416666667",0,0,"1,041666667"
1711,F,SE,1700,T2,9,8,5,20,"314,16","0,497150888",1,3,0,"0,75","0,25",1,1,"6,25"
1712,GsC,SE,1200,T2,9,17,2,15,"94,248","-0,185595704",1,2,1,"0,882352941","0,441176471",0,0,"0,735294118"
1713,F,SE,1650,T2,9,71,3,70,"659,736","-0,59418103",1,3,0,"0,676056338","0,225352113",3,1,"6,25"
1716,GsC,SE,1500,T2,9,2,20,20,"1256,64","1,497150888",1,1,0,1,1,0,0,"0,462962963"
1717,GsC,SE,1700,T2,9,2,4,4,"50,2656","0,798180884",1,1,0,1,1,0,0,"2,272727273"
1718,GsC,SE,1750,T2,9,2,3,3,"28,2744","0,673242147",1,1,0,1,1,0,0,"8,333333333"
1719,GsC,SO,850,T2,9,3,3,7,"65,9736","0,643278924",1,2,1,"0,666666667","0,333333333",0,0,"0,3125"
1720,F,SE,1400,T2,9,5,7,17,"373,8504","0,794546599",1,1,0,1,1,2,1,"1,136363636"
1721,GsC,SE,1550,T2,9,6,4,10,"125,664","0,475961589",1,2,1,"0,666666667","0,333333333",0,0,"0,347222222"
1722,F,SE,1700,T2,9,9,3,15,"141,372","0,241878383","0,888888889",3,0,"0,777777778","0,230452675",2,1,"6,25"
1723,GsC,SE,1500,T2,9,14,15,50,"2356,2","0,714200755",1,2,0,"0,857142857","0,428571429",0,0,"0,833333333"
1724,GsC,SE,1200,T2,9,16,2,25,"157,08","-0,138332859",1,3,1,"0,8125","0,270833333",0,0,"0,735294118"
1725,F,SE,1650,T2,9,57,3,65,"612,612","-0,500168273","0,947368421",3,0,"0,877192982","0,27700831",2,1,"6,25"
1729,GsC,SO,850,T2,9,3,3,5,"47,124","0,594060901","0,333333333",2,0,"0,666666667","0,111111111",0,0,"0,328947368"
1730,GsC,SE,1750,T2,9,3,5,5,"78,54","0,718999638",1,1,0,1,1,0,0,"3,571428571"
1731,F,SE,1600,T2,9,6,10,20,"628,32","0,843938374",1,3,0,"0,5","0,166666667",1,1,"0,357142857"
1732,GsC,SE,1450,T2,9,7,5,10,"157,08","0,475961589",1,1,0,1,1,0,0,"2,083333333"
1733,GsC,SE,1700,T2,9,12,5,50,"785,4","0,376576957",1,2,0,"0,75","0,375",0,0,"2,5"
1734,F,SE,1000,T2,9,15,2,10,"62,832","-0,156061626","0,933333333",3,0,"0,8","0,248888889",2,1,"6,25"
1735,GsC,SE,1700,T2,9,16,4,35,"439,824","0,14912433","0,9375",3,1,"0,8125","0,25390625",0,0,"0,735294118"
1736,F,SE,1500,T2,9,46,3,60,"565,488","-0,408644992",1,3,0,"0,434782609","0,144927536",2,1,"6,25"
1740,GsC,SE,1300,T2,9,2,5,5,"78,54","0,895090897",1,1,0,1,1,0,0,"1,388888889"
1741,GsC,SE,1550,T2,9,2,3,3,"28,2744","0,673242147",1,2,0,"0,5","0,25",0,0,"0,694444444"
1742,GsC,SE,1570,T2,9,2,2,2,"12,5664","0,497150888",1,1,0,1,1,0,0,"1,470588235"
1743,GsC,SE,1800,T2,9,2,7,7,"153,9384","1,041218933",1,1,0,1,1,0,0,"2,083333333"
1744,GsC,SO,870,T2,9,3,2,7,"43,9824","0,512945155",1,1,0,1,1,0,0,"0,675675676"
