ID,GS,Cuadrante,DO,fHORA,Ano,Guanacos,DMin,DMax,Patch,Log C2,ALev,NComp,Agr,Sync.Max,ACT,Chulengos,Chu_PA,Sync4
928,GsC,SO,1203,T1,8,14,1,100,"314,16","-0,352268526",1,2,1,"0,571428571","0,285714286",0,0,"0,462962963"
929,GsC,SE,1369,T1,8,15,1,50,"157,08","-0,386510547",1,1,0,1,1,0,0,"0,892857143"
930,GsC,SE,1229,T1,8,17,100,100,31416,"1,266701967",1,2,1,"0,823529412","0,411764706",0,0,"1,136363636"
931,GsC,SE,872,T2,8,2,20,20,"1256,64","1,497150888",1,1,0,1,1,0,0,"9,375"
932,GsC,SE,547,T2,8,7,2,50,"314,16","0,2370795",1,1,0,1,1,0,0,"1,19047619"
933,F,SE,328,T2,8,9,1,50,"157,08","-0,164661797",1,2,1,"0,888888889","0,444444444",2,1,"4,166666667"
934,F,SE,752,T2,8,9,1,20,"62,832","-0,177250925",1,1,0,1,1,1,1,"1,785714286"
935,GsC,SE,1445,T2,8,14,1,100,"314,16","-0,352268526",1,3,1,"0,714285714","0,238095238",0,0,"0,78125"
936,GsC,SO,1040,T2,8,27,1,100,"314,16","-0,637504254",1,3,1,"0,666666667","0,222222222",0,0,"0,833333333"
937,F,SE,347,T2,8,9,5,30,"471,24","0,475961589",1,1,0,1,1,2,1,"1,388888889"
938,GsC,SE,622,T2,8,9,1,30,"94,248","-0,170302065",1,2,1,"0,777777778","0,388888889",0,0,"1,388888889"
939,F,SE,769,T2,8,10,1,50,"157,08","-0,210419288",1,1,0,1,1,1,1,"1,136363636"
940,GsC,SE,1414,T2,8,10,1,20,"62,832","-0,223008415",1,1,0,1,1,0,0,"4,166666667"
941,GsC,SO,947,T2,8,24,1,200,"628,32","-0,58419642",1,1,0,1,1,0,0,1
942,GsC,SE,889,T2,8,2,20,20,"1256,64","1,497150888",1,1,0,1,1,0,0,"0,657894737"
943,F,SE,332,T2,8,9,1,20,"62,832","-0,177250925","0,777777778",2,0,"0,777777778","0,302469136",2,1,"6,25"
944,F,SE,899,T2,8,10,1,20,"62,832","-0,223008415",1,1,0,1,1,1,1,"2,083333333"
945,GsC,SO,767,T2,8,11,1,30,"94,248","-0,25745224",1,1,0,1,1,0,0,"2,083333333"
946,GsC,SO,1173,T2,8,16,1,100,"314,16","-0,410260473",1,1,0,1,1,0,0,"2,272727273"
947,GsC,SE,1461,T2,8,20,1,100,"314,16","-0,507170486",1,1,0,1,1,0,0,"3,571428571"
948,GsC,SO,1327,T2,8,5,10,100,"3141,6","1,057818194",1,1,0,1,1,0,0,"1,071428571"
949,F,SE,1022,T2,8,9,1,20,"62,832","-0,177250925",1,1,0,1,1,1,1,"1,785714286"
950,F,SE,391,T2,8,10,1,30,"94,248","-0,216059555",1,1,0,1,1,1,1,"1,5625"
951,GsC,SO,883,T2,8,10,1,30,"94,248","-0,216059555",1,1,0,1,1,0,0,"1,041666667"
952,F,SE,935,T2,8,11,1,50,"157,08","-0,251811973",1,1,0,1,1,1,1,"1,136363636"
953,GsC,SO,773,T2,8,20,1,50,"157,08","-0,511449283",1,3,1,"0,65","0,216666667",0,0,"0,833333333"
954,GsC,SE,1443,T2,8,44,1,200,"628,32","-0,847437854",1,1,0,1,1,0,0,"8,333333333"
956,GsC,SO,1383,T2,8,6,1,50,"157,08","0,011429462",1,1,0,1,1,0,0,"0,961538462"
957,F,SE,941,T2,8,9,1,10,"31,416","-0,197454311",1,1,0,1,1,1,1,"2,5"
958,F,SE,400,T2,8,10,1,30,"94,248","-0,216059555",1,1,0,1,1,1,1,"1,5625"
959,F,SE,863,T2,8,11,1,20,"62,832","-0,2644011","0,818181818",2,0,"0,818181818","0,334710744",1,1,"4,166666667"
960,GsC,SO,841,T2,8,23,1,100,"314,16","-0,567868326",1,2,1,"0,913043478","0,456521739",0,0,"0,337837838"
961,GsC,SE,1329,T2,8,38,1,200,"628,32","-0,783768774",1,1,0,1,1,0,0,"3,125"
963,GsC,SO,1327,T3,8,6,1,50,"157,08","0,011429462",1,1,0,1,1,0,0,"0,961538462"
964,GsC,SO,661,T3,8,9,1,50,"157,08","-0,164661797",1,1,0,1,1,0,0,"2,5"
965,F,SE,940,T3,8,9,2,15,"94,248","0,090610708",1,1,0,1,1,1,1,"2,083333333"
966,F,SE,661,T3,8,10,1,20,"62,832","-0,223008415",1,1,0,1,1,1,1,"2,083333333"
967,F,SE,764,T3,8,11,1,10,"31,416","-0,284604486",1,1,0,1,1,1,1,"2,5"
968,GsC,SE,1077,T3,8,17,1,100,"314,16","-0,436589411",1,2,0,"0,823529412","0,411764706",0,0,"1,136363636"
969,GsC,SO,872,T3,8,21,1,100,"314,16","-0,528359785",1,1,0,1,1,0,0,"6,25"
970,GsC,SE,1087,T3,8,56,1,200,"628,32","-0,952173205",1,1,0,1,1,0,0,"0,694444444"
1136,GsC,SO,1300,T1,9,10,1,15,"47,124","-0,22984784",1,2,1,"0,9","0,45",0,0,"0,520833333"
1139,GsC,SE,900,T1,9,3,10,12,"376,992","1,057818194",1,1,0,1,1,0,0,"1,19047619"
1140,F,SO,1300,T1,9,11,2,4,"25,1328","-0,118273065",1,1,0,1,1,1,1,"3,125"
1141,F,SO,3000,T1,9,11,1,15,"47,124","-0,271240525",1,1,0,1,1,1,1,"2,5"
1142,F,SO,3000,T1,9,19,1,3,"9,4248","-0,605511454",1,1,0,1,1,2,1,"3,125"
1146,F,SO,2800,T1,9,11,1,10,"31,416","-0,284604486",1,1,0,1,1,1,1,"2,5"
1147,F,SO,3000,T1,9,32,10,15,"471,24","0,071182156",1,1,0,1,1,2,1,"2,5"
1151,GsC,SO,743,T1,9,3,2,3,"18,8496","0,400240875",1,1,0,1,1,0,0,"3,125"
1152,F,SO,1300,T1,9,11,2,10,"62,832","-0,021363052",1,1,0,1,1,1,1,"2,5"
1156,GsC,SO,745,T1,9,3,2,3,"18,8496","0,400240875",1,1,0,1,1,0,0,"3,125"
1157,F,SO,1300,T1,9,12,2,3,"18,8496","-0,201819116",1,1,0,1,1,1,1,"3,125"
1160,GsC,SO,716,T1,9,3,20,30,"1884,96","1,400240875",1,1,0,1,1,0,0,"1,388888889"
1161,F,SO,1127,T1,9,14,5,10,"157,08","0,174931594",1,1,0,1,1,1,1,"2,5"
1165,GsC,SE,365,T2,9,2,20,20,"1256,64","1,497150888","0,5",2,0,"0,5","0,125",0,0,"0,543478261"
1166,GsC,SE,710,T2,9,2,20,20,"1256,64","1,497150888",1,1,0,1,1,0,0,"0,528169014"
1167,GsC,SO,1000,T2,9,3,5,10,"157,08","0,843938374",1,1,0,1,1,0,0,"2,083333333"
1170,GsC,SO,1000,T2,9,3,5,10,"157,08","0,843938374",1,1,0,1,1,0,0,"2,083333333"
1171,GsC,SE,1300,T2,9,14,3,10,"94,248","0,015230751",1,2,0,"0,571428571","0,285714286",0,0,"0,462962963"
1175,GsC,SO,1000,T2,9,3,5,5,"78,54","0,718999638",1,1,0,1,1,0,0,"4,166666667"
1176,GsC,SE,1100,T2,9,14,3,10,"94,248","0,015230751",1,2,0,"0,857142857","0,428571429",0,0,"0,961538462"
1180,GsC,SO,1000,T2,9,3,5,5,"78,54","0,718999638",1,1,0,1,1,0,0,"3,571428571"
1181,GsC,SE,939,T2,9,14,5,30,"471,24","0,284076063","0,857142857",2,0,"0,857142857","0,367346939",0,0,"0,961538462"
1185,GsC,SO,1400,T2,9,7,3,15,"141,372","0,351022853","0,714285714",3,1,"0,571428571","0,136054422",0,0,"0,73964497"
1186,GsC,SE,1000,T2,9,20,3,20,"188,496","-0,086425697",1,1,0,1,1,0,0,"12,5"
1189,GsC,SO,1400,T2,9,7,3,10,"94,248","0,316260746","0,714285714",2,0,"0,714285714","0,255102041",0,0,"3,125"
1190,GsC,SE,1000,T2,9,20,5,5,"78,54","-0,104909103",1,1,0,1,1,0,0,"1,923076923"
1192,GsC,SE,398,T3,9,3,5,15,"235,62","0,895090897",1,2,1,"0,666666667","0,333333333",0,0,"6,25"
1193,F,SE,1100,T3,9,5,3,10,"94,248","0,462388782",1,2,0,"0,6","0,3",2,1,"6,25"
1194,F,SO,1300,T3,9,13,1,10,"31,416","-0,357155154","0,692307692",3,0,"0,461538462","0,106508876",1,1,"6,25"
1197,GsC,SO,380,T3,9,2,10,10,"314,16","1,196120893",1,1,0,1,1,0,0,"2,884615385"
1198,GsC,SE,727,T3,9,2,5,5,"78,54","0,895090897","0,5",2,0,"0,5","0,125",0,0,"0,657894737"
1199,F,SE,1200,T3,9,5,5,10,"157,08","0,622089625",1,1,0,1,1,2,1,"1,388888889"
1200,F,SO,1300,T3,9,13,1,10,"31,416","-0,357155154","0,615384615",3,0,"0,461538462","0,094674556",1,1,"6,25"
1202,GsC,SE,725,T3,9,2,5,5,"78,54","0,895090897",1,2,1,"0,5","0,25",0,0,"0,657894737"
1203,GsC,SO,1100,T3,9,2,10,10,"314,16","1,196120893",1,1,0,1,1,0,0,"2,884615385"
1204,F,SE,1100,T3,9,5,5,10,"157,08","0,622089625",1,1,0,1,1,2,1,"1,388888889"
1205,F,SO,1300,T3,9,22,3,20,"188,496","-0,127818383","0,909090909",3,0,"0,772727273","0,23415978",1,1,"6,25"
1206,GsC,SE,388,T3,9,2,5,5,"78,54","0,895090897",0,1,0,1,0,0,0,"1,470588235"
1207,GsC,SE,715,T3,9,3,1,2,"6,2832","0,14496837",1,1,0,1,1,0,0,"12,5"
1208,F,SE,1097,T3,9,5,5,10,"157,08","0,622089625",1,1,0,1,1,2,1,"1,388888889"
1209,F,SO,1350,T3,9,22,2,15,"94,248","-0,297569464",1,1,0,1,1,1,1,"3,125"
1211,GsC,SE,388,T4,9,2,5,15,"235,62","1,071182156","0,5",2,1,"0,5","0,125",0,0,"0,657894737"
1212,GsC,SO,1250,T4,9,3,10,15,"471,24","1,09921088",1,1,1,1,1,0,0,"12,5"
1213,GsC,SE,748,T4,9,4,5,20,"314,16","0,798180884","0,75",2,0,"0,75","0,28125",0,0,"1,785714286"
1214,F,SE,1097,T4,9,5,3,50,"471,24","0,551026269","0,8",2,0,"0,8","0,32",2,1,"4,166666667"
1215,F,SO,1350,T4,9,22,2,15,"94,248","-0,297569464",1,1,0,1,1,1,1,"3,125"
1217,GsC,SE,500,T4,9,3,15,20,"942,48","1,25411284",1,1,0,1,1,0,0,"2,34375"
1218,GsC,SE,714,T4,9,4,3,3,"28,2744","0,372212152","0,5",3,0,"0,5","0,083333333",0,0,"1,041666667"
1219,F,SE,1100,T4,9,19,5,10,"157,08","0,042306028",1,1,0,1,1,2,1,"2,5"
1220,F,SO,1250,T4,9,22,5,10,"157,08","-0,021363052","0,772727273",3,0,"0,590909091","0,152203857",1,1,"1,5625"
1223,GsC,SE,1037,T4,9,3,3,5,"47,124","0,594060901",1,1,0,1,1,0,0,"0,694444444"
1224,F,SO,1250,T4,9,23,3,30,"282,744","-0,127818383","0,826086957",2,0,"0,826086957","0,34120983",1,1,"4,166666667"
1226,GsC,SE,869,T5,9,3,3,5,"47,124","0,594060901",1,2,0,"0,666666667","0,333333333",0,0,"0,328947368"
1227,F,SO,1250,T5,9,18,3,30,"282,744","-0,021363052","0,944444444",2,0,"0,944444444","0,445987654",1,1,"4,166666667"
1230,GsC,SO,1200,T5,9,3,5,10,"157,08","0,843938374",1,1,0,1,1,0,0,"2,083333333"
1231,F,SO,1350,T5,9,25,3,50,"471,24","-0,147943735",1,1,0,1,1,1,1,"1,785714286"
1234,GsC,SE,740,T5,9,2,5,5,"78,54","0,895090897",1,1,0,1,1,0,0,"1,470588235"
1235,GsC,SO,1250,T5,9,3,5,10,"157,08","0,843938374",1,1,0,1,1,0,0,"2,083333333"
1236,F,SO,1350,T5,9,24,3,50,"471,24","-0,130214968","0,916666667",2,0,"0,916666667","0,420138889",1,1,"4,166666667"
1238,GsC,SE,1400,T5,9,23,5,15,"235,62","0,010484316",1,1,0,1,1,0,0,"12,5"
1239,F,SO,1400,T5,9,24,3,30,"282,744","-0,146301788","0,833333333",2,0,"0,833333333","0,347222222",1,1,"4,166666667"
1240,GsC,SE,1400,T5,9,23,2,10,"62,832","-0,341698202",1,1,0,1,1,0,0,"1,923076923"
1241,F,SO,1600,T5,9,24,3,30,"282,744","-0,146301788",1,2,0,"0,958333333","0,479166667",1,1,"3,125"
1246,GsC,SO,1400,T1,9,26,5,30,"471,24","0,015230751",1,1,0,1,1,0,0,"8,333333333"
1249,GsC,SO,838,T1,9,5,2,150,"942,48","0,394488546",1,2,0,"0,8","0,4",0,0,"1,136363636"
1250,GsC,SE,446,T1,9,2,5,5,"78,54","0,895090897",1,1,0,1,1,0,0,"1,470588235"
1251,GsC,SO,900,T1,9,5,10,10,"314,16","0,798180884",1,1,0,1,1,0,0,"2,272727273"
1252,GsC,SE,350,T1,9,2,15,15,"706,86","1,372212152",1,2,1,"0,5","0,25",0,0,"0,595238095"
1253,GsC,SE,1074,T1,9,3,2,2,"12,5664","0,321059629",1,1,0,1,1,0,0,"4,166666667"
1254,GsC,SO,850,T1,9,5,5,15,"235,62","0,673242147",0,1,0,1,0,0,0,5
1255,F,SE,1100,T1,9,7,5,15,"235,62","0,527114112",1,1,0,1,1,1,1,"1,5625"
1258,GsC,SE,833,T1,9,2,5,5,"78,54","0,895090897",1,1,0,1,1,0,0,"1,470588235"
1259,GsC,SO,900,T1,9,5,15,15,"706,86","0,974272143",1,1,0,1,1,0,0,"0,833333333"
1260,F,SE,972,T1,9,7,5,10,"157,08","0,475961589",1,1,0,1,1,1,1,"1,785714286"
1263,GsC,SO,1000,T1,9,5,2,50,"314,16","0,383207536",1,2,1,"0,8","0,4",0,0,"1,25"
1264,GsC,SO,1078,T1,9,8,2,10,"62,832","0,116939647",1,1,0,1,1,0,0,"8,333333333"
1266,GsC,SE,680,T2,9,2,10,10,"314,16","1,196120893",1,1,0,1,1,0,0,"2,884615385"
1267,GsC,SE,900,T2,9,3,4,10,"125,664","0,776991585",1,1,0,1,1,0,0,"2,272727273"
1268,GsC,SO,1200,T2,9,3,2,3,"18,8496","0,400240875",1,1,0,1,1,0,0,"2,777777778"
1269,GsC,SO,1200,T2,9,5,3,15,"141,372","0,497150888",1,1,0,1,1,0,0,"12,5"
1271,GsC,SO,1200,T2,9,3,2,10,"62,832","0,542908379",1,2,1,"0,666666667","0,333333333",0,0,"0,290697674"
1272,GsC,SO,1200,T2,9,5,3,15,"141,372","0,497150888",1,2,1,"0,8","0,4",0,0,"1,25"
1274,GsC,SO,1200,T2,9,8,3,5,"47,124","0,168092169",1,2,1,"0,875","0,4375",0,0,"0,78125"
1277,GsC,SO,1200,T2,9,8,3,20,"188,496","0,311514311","0,625",3,1,"0,5","0,104166667",0,0,"0,892857143"
1280,GsC,SO,1200,T2,9,3,10,25,"785,4","1,174931594","0,333333333",2,0,"0,666666667","0,111111111",0,0,"6,25"
1281,GsC,SO,1100,T2,9,5,10,30,"942,48","0,974272143",1,2,0,"0,6","0,3",0,0,"0,403225806"
1282,GsC,SO,1200,T2,9,3,10,25,"785,4","1,174931594",1,2,1,"0,666666667","0,333333333",0,0,"6,25"
1283,GsC,SO,1000,T2,9,5,3,20,"188,496","0,515634294","0,4",2,0,"0,6","0,12",0,0,"0,416666667"
1284,GsC,SE,1200,T2,9,5,2,15,"94,248","0,345883213",1,1,0,1,1,0,0,"12,5"
1285,F,SE,1100,T2,9,9,2,3,"18,8496","-0,076880379",1,1,0,1,1,1,1,"3,125"
1287,GsC,SO,950,T3,9,3,10,10,"314,16","1,020029634",0,1,0,1,0,0,0,"0,5"
1288,F,SE,1345,T3,9,3,1,25,"78,54","0,30402629",1,1,0,1,1,1,1,"1,136363636"
1289,GsC,SO,1000,T3,9,5,2,5,"31,416","0,25411284",1,1,0,1,1,0,0,"8,333333333"
1290,F,SE,1100,T3,9,27,2,30,"188,496","-0,360181608",1,1,0,1,1,1,1,"2,5"
1292,F,SE,1345,T3,9,2,1,25,"78,54","0,480117549",1,1,0,1,1,1,1,"1,136363636"
1293,GsC,SO,950,T3,9,3,10,10,"314,16","1,020029634",0,1,0,1,0,0,0,"0,454545455"
1294,GsC,SO,1000,T3,9,5,2,5,"31,416","0,25411284",1,2,1,"0,6","0,3",0,0,"0,446428571"
1295,GsC,SE,1100,T3,9,9,15,50,"2356,2","0,906086281",1,1,0,1,1,0,0,"0,833333333"
1296,F,SE,1100,T3,9,11,15,50,"2356,2","0,818936106",1,3,0,"0,818181818","0,272727273",1,1,"6,25"
1298,GsC,SE,658,T3,9,2,10,10,"314,16","1,196120893",0,1,0,1,0,0,0,"2,884615385"
1299,F,SE,1348,T3,9,2,5,10,"157,08","1,020029634",1,1,0,1,1,1,1,"1,136363636"
1300,GsC,SO,950,T3,9,3,2,5,"31,416","0,475961589",0,1,0,1,0,0,0,"1,666666667"
1301,GsC,SO,1400,T3,9,5,5,10,"157,08","0,622089625",1,2,1,"0,6","0,3",0,0,"0,416666667"
1302,F,SE,1050,T3,9,8,5,10,"157,08","0,417969642",1,1,0,1,1,1,1,"1,785714286"
1303,GsC,SE,1100,T3,9,11,5,10,"157,08","0,279666944",1,1,0,1,1,0,0,"6,25"
1305,GsC,SE,650,T3,9,2,5,5,"78,54","0,895090897",0,1,0,1,0,0,0,"1,388888889"
1307,GsC,SE,1100,T3,9,3,3,3,"28,2744","0,497150888",1,1,0,1,1,0,0,"1,470588235"
1308,F,SE,1345,T3,9,3,1,5,"15,708","0,241878383",1,1,0,1,1,1,1,"1,785714286"
1309,F,SE,1000,T3,9,8,10,20,"628,32","0,718999638",1,1,0,1,1,1,1,"1,136363636"
1310,GsC,SE,1200,T3,9,21,3,100,"942,48","-0,059754381",1,1,0,1,1,0,0,"3,571428571"
1313,F,SE,1100,T4,9,3,2,10,"62,832","0,542908379",1,1,0,1,1,1,1,"1,25"
1314,GsC,SO,1150,T4,9,3,2,5,"31,416","0,475961589",1,1,0,1,1,0,0,"1,5625"
1315,F,SO,1100,T4,9,18,2,50,"314,16","-0,173094965",1,1,0,1,1,1,1,"1,785714286"
1317,GsC,SO,1000,T4,9,2,10,10,"314,16","1,196120893",1,2,0,"0,5","0,25",0,0,"0,625"
1318,GsC,SO,1100,T4,9,3,3,5,"47,124","0,594060901",1,2,0,"0,666666667","0,333333333",0,0,"0,328947368"
1319,F,SE,1000,T4,9,4,4,4,"50,2656","0,497150888",1,2,0,"0,75","0,375",1,1,"6,25"
1320,F,SO,1100,T4,9,18,2,50,"314,16","-0,173094965",1,2,0,"0,833333333","0,416666667",1,1,"4,166666667"
1324,GsC,SE,497,T4,9,2,5,5,"78,54","0,895090897",1,2,1,"0,5","0,25",0,0,"0,657894737"
1325,F,SO,1000,T4,9,21,2,50,"314,16","-0,240041754",1,2,0,"0,952380952","0,476190476",1,1,"3,125"
1326,F,SO,1400,T4,9,25,3,70,"659,736","-0,14086269",1,2,0,"0,96","0,48",1,1,"3,125"
1328,GsC,SE,448,T5,9,2,7,7,"153,9384","1,041218933",1,1,0,1,1,0,0,"2,272727273"
1329,GsC,SE,523,T5,9,2,5,5,"78,54","0,895090897",1,1,0,1,1,0,0,"1,388888889"
1330,GsC,SO,739,T5,9,5,3,3,"28,2744","0,275302139",1,1,0,1,1,0,0,"6,25"
1331,F,SO,1000,T5,9,18,2,50,"314,16","-0,173094965","0,888888889",2,0,"0,888888889","0,395061728",1,1,"4,166666667"
1332,F,SO,1400,T5,9,22,2,70,"439,824","-0,255446258",1,3,0,"0,727272727","0,242424242",1,1,"6,25"
1335,GsC,SE,484,T5,9,2,100,100,31416,"2,196120893",1,1,0,1,1,0,0,"2,083333333"
1336,GsC,SO,740,T5,9,5,2,15,"94,248","0,345883213",1,1,0,1,1,0,0,"12,5"
1337,F,SO,1000,T5,9,19,2,5,"31,416","-0,325670757",1,1,0,1,1,1,1,"3,125"
1338,F,SO,1400,T5,9,22,3,30,"282,744","-0,108513227",1,2,0,"0,863636364","0,431818182",1,1,"4,166666667"
1342,GsC,SO,740,T5,9,6,2,100,"628,32","0,312459457",1,1,0,1,1,0,0,"2,083333333"
1343,F,SO,1000,T5,9,16,2,15,"94,248","-0,159266765","0,9375",3,0,"0,875","0,2734375",1,1,"6,25"
1344,F,SO,1400,T5,9,26,3,30,"282,744","-0,181063894","0,961538462",2,0,"0,961538462","0,462278107",1,1,"3,125"
1347,GsC,SO,740,T5,9,6,2,15,"94,248","0,266701967",1,1,0,1,1,0,0,"1,136363636"
1348,F,SO,1000,T5,9,20,2,15,"94,248","-0,256176778",1,1,0,1,1,1,1,"2,5"
1349,F,SO,1400,T5,9,25,3,30,"282,744","-0,164030555",1,3,0,"0,64","0,213333333",1,1,"6,25"
1350,GsC,SE,550,T5,9,2,50,50,7854,"1,895090897",1,1,0,1,1,0,0,"1,063829787"
1351,GsC,SO,540,T5,9,8,2,10,"62,832","0,116939647",1,1,0,1,1,0,0,"8,333333333"
1352,F,SO,1400,T5,9,25,3,30,"282,744","-0,164030555",1,3,0,"0,68","0,226666667",1,1,"6,25"
1354,GsC,SO,1100,T1,9,15,5,15,"235,62","0,196120893",1,1,0,1,1,0,0,"8,333333333"
1355,GsC,SO,1800,T1,9,16,3,10,"94,248","-0,042761196","0,9375",3,1,"0,8125","0,25390625",0,0,"0,735294118"
1356,F,SO,2000,T1,9,27,2,30,"188,496","-0,360181608","0,962962963",3,0,"0,851851852","0,273433928",2,1,"6,25"
1358,GsC,SO,1200,T1,9,4,5,5,"78,54","0,594060901",1,1,0,1,1,0,0,"0,641025641"
1359,GsC,SO,1000,T1,9,15,5,15,"235,62","0,196120893",1,2,1,"0,8","0,4",0,0,"1,25"
1360,F,SO,1800,T1,9,27,3,5,"47,124","-0,360181608",1,2,0,"0,962962963","0,481481481",2,1,"3,125"
1364,GsC,SO,1200,T1,9,4,10,10,"314,16","0,895090897",1,1,0,1,1,0,0,"1,666666667"
1365,GsC,SO,1100,T1,9,15,3,15,"141,372","0,020029634",1,2,1,"0,8","0,4",0,0,"1,25"
1366,F,SO,1800,T1,9,27,3,25,"235,62","-0,205279648",1,2,0,"0,888888889","0,444444444",2,1,"4,166666667"
1367,GsC,SE,500,T1,9,2,10,10,"314,16","1,196120893",1,1,0,1,1,0,0,"2,678571429"
1368,GsC,SE,1200,T1,9,2,2,3,"18,8496","0,576332134",1,1,0,1,1,0,0,"0,735294118"
1369,GsC,SO,1100,T1,9,4,5,10,"157,08","0,718999638",1,1,0,1,1,0,0,5
1370,F,SE,1300,T1,9,15,5,15,"235,62","0,196120893",1,1,0,1,1,1,1,"2,083333333"
1371,GsC,SO,1100,T1,9,17,3,15,"141,372","-0,034328029","0,941176471",3,1,"0,882352941","0,276816609",0,0,"0,694444444"
1372,GsC,SE,376,T1,9,2,12,15,"565,488","1,321059629",1,2,1,"0,5","0,25",0,0,"0,595238095"
1373,GsC,SO,1000,T1,9,5,2,3,"18,8496","0,178392126",1,1,0,1,1,0,0,"12,5"
1374,F,SE,1300,T1,9,15,2,3,"18,8496","-0,298729129",1,2,0,"0,933333333","0,466666667",1,1,"4,166666667"
1375,GsC,SO,1100,T1,9,18,2,10,"62,832","-0,235242872",1,2,1,"0,888888889","0,444444444",0,0,"0,694444444"
1376,GsC,SE,272,T1,9,2,5,15,"235,62","1,071182156","0,5",2,0,"0,5","0,125",0,0,"0,625"
1377,GsC,SO,1000,T1,9,12,4,30,"376,992","0,266701967",1,1,0,1,1,0,0,"1,136363636"
1378,F,SE,1200,T1,9,15,5,10,"157,08","0,14496837",1,3,0,"0,6","0,2",1,1,"6,25"
1379,F,SO,1000,T1,9,52,4,30,"376,992","-0,370120131",1,4,0,"0,576923077","0,144230769",3,1,"6,25"
1381,GsC,SE,850,T2,9,10,2,15,"94,248","0,044853217",1,1,0,1,1,0,0,5
1382,GsC,SO,1200,T2,9,35,2,3,"18,8496","-0,666705914",1,1,1,1,1,0,0,"3,125"
1385,GsC,SE,750,T2,9,2,10,10,"314,16","1,196120893",1,1,0,1,1,0,0,"2,678571429"
1386,GsC,SE,1000,T2,9,10,2,10,"62,832","0,020029634",1,1,0,1,1,0,0,"12,5"
1387,F,SO,750,T2,9,15,5,10,"157,08","0,14496837",1,1,0,1,1,1,1,"2,5"
1388,GsC,SO,1250,T2,9,35,5,10,"157,08","-0,223008415",1,2,1,"0,942857143","0,471428571",0,0,"0,714285714"
1390,F,SE,1100,T2,9,6,4,4,"50,2656","0,321059629",1,2,0,"0,5","0,25",1,1,"6,25"
1391,GsC,SO,950,T2,9,14,2,10,"62,832","-0,126098402",1,2,0,"0,857142857","0,428571429",0,0,"0,961538462"
1392,GsC,SO,1350,T2,9,35,10,15,"471,24","0,03226409",1,2,1,"0,857142857","0,428571429",0,0,"0,961538462"
1395,GsC,SO,1350,T2,9,36,10,25,"785,4","0,095750347",1,2,0,"0,944444444","0,472222222",0,0,5
1398,F,SE,1100,T2,9,3,5,10,"157,08","0,843938374","0,666666667",2,0,"0,666666667","0,222222222",1,1,"6,25"
1399,GsC,SO,1500,T2,9,5,3,10,"94,248","0,462388782",1,1,0,1,1,0,0,"1,041666667"
1400,GsC,SO,1100,T2,9,28,10,30,"942,48","0,226084116","0,821428571",3,0,"0,678571429","0,18579932",0,0,"1,041666667"
1402,GsC,SE,766,T2,9,2,3,3,"28,2744","0,673242147",1,1,0,1,1,0,0,"8,333333333"
1403,F,SE,1100,T2,9,3,5,10,"157,08","0,843938374",1,2,1,"0,666666667","0,333333333",1,1,"6,25"
1404,GsC,SO,1500,T2,9,13,3,10,"94,248","0,047415434","0,769230769",2,0,"0,769230769","0,295857988",0,0,"1,5625"
1405,GsC,SO,1100,T2,9,19,10,25,"785,4","0,373299247","0,947368421",3,1,"0,526315789","0,166204986",0,0,"0,694444444"
1407,GsC,SO,1400,T3,9,17,3,15,"141,372","-0,034328029",1,3,1,"0,411764706","0,137254902",0,0,"1,041666667"
1410,GsC,SE,767,T3,9,3,2,15,"94,248","0,567731963",1,1,0,1,1,0,0,"2,272727273"
1411,F,SE,1100,T3,9,3,2,10,"62,832","0,542908379","0,666666667",2,0,"0,666666667","0,222222222",1,1,"6,25"
1412,F,SO,1400,T3,9,25,3,15,"141,372","-0,201819116","0,96",3,0,"0,88","0,2816",1,1,"4,166666667"
1413,GsC,SE,421,T3,9,2,3,5,"47,124","0,77015216",1,1,1,1,1,0,0,"2,777777778"
1414,GsC,SE,770,T3,9,3,2,10,"62,832","0,542908379",1,2,0,"0,666666667","0,333333333",0,0,"0,290697674"
1415,F,SE,1100,T3,9,3,2,15,"94,248","0,567731963",1,1,0,1,1,1,1,"1,136363636"
1416,F,SO,1400,T3,9,38,2,30,"188,496","-0,508601441",1,3,0,"0,789473684","0,263157895",2,1,"6,25"
1417,GsC,SE,500,T3,9,2,15,15,"706,86","1,372212152",1,1,0,1,1,0,0,"1,5"
1418,GsC,SE,770,T3,9,3,10,10,"314,16","1,020029634","0,666666667",3,1,"0,333333333","0,074074074",0,0,"1,041666667"
1419,F,SE,1050,T3,9,3,2,10,"62,832","0,542908379",1,2,1,"0,666666667","0,333333333",1,1,"6,25"
1420,F,SO,1400,T3,9,38,2,50,"314,16","-0,497606056",1,2,0,"0,947368421","0,473684211",2,1,"3,125"
1421,GsC,SE,500,T4,9,2,2,4,"25,1328","0,622089625",1,1,0,1,1,0,0,"12,5"
1422,F,SE,780,T4,9,3,2,25,"157,08","0,588665869","0,666666667",2,0,"0,666666667","0,222222222",1,1,"6,25"
1423,GsC,SE,1050,T4,9,3,1,2,"6,2832","0,14496837",1,2,1,"0,666666667","0,333333333",0,0,"0,347222222"
1424,F,SO,1400,T4,9,38,2,65,"408,408","-0,493734163",1,2,0,"0,973684211","0,486842105",2,1,"3,125"
